venue,team,win_odds,point_spread,season_round,full_date
MCG,Carlton,3.05,+16.5,Round 1,2017-03-23
MCG,Richmond,1.41,-16.5,Round 1,2017-03-23
MCG,Collingwood,3.05,+15.5,Round 1,2017-03-24
MCG,Western Bulldogs,1.40,-15.5,Round 1,2017-03-24
SCG,Sydney,1.29,-21.5,Round 1,2017-03-25
SCG,Port Adelaide,3.66,+21.5,Round 1,2017-03-25
Etihad Stadium,St Kilda,1.67,-6.5,Round 1,2017-03-25
Etihad Stadium,Melbourne,2.25,+6.5,Round 1,2017-03-25
Metricon Stadium,Gold Coast,1.27,-26.5,Round 1,2017-03-25
Metricon Stadium,Brisbane,3.85,+26.5,Round 1,2017-03-25
MCG,Essendon,3.05,+20.5,Round 1,2017-03-25
MCG,Hawthorn,1.40,-20.5,Round 1,2017-03-25
Etihad Stadium,North Melbourne,3.40,+21.5,Round 1,2017-03-26
Etihad Stadium,West Coast,1.33,-21.5,Round 1,2017-03-26
Adelaide Oval,Adelaide,2.00,+2.5,Round 1,2017-03-26
Adelaide Oval,GWS,1.81,-2.5,Round 1,2017-03-26
Domain Stadium,Fremantle,2.25,+5.5,Round 1,2017-03-26
Domain Stadium,Geelong,1.67,-5.5,Round 1,2017-03-26
MCG,Richmond,2.15,+6.5,Round 2,2017-03-30
MCG,Collingwood,1.73,-6.5,Round 2,2017-03-30
Etihad Stadium,Western Bulldogs,1.40,-16.5,Round 2,2017-03-31
Etihad Stadium,Sydney,2.98,+16.5,Round 2,2017-03-31
MCG,Hawthorn,2.00,+2.5,Round 2,2017-04-01
MCG,Adelaide,1.84,-2.5,Round 2,2017-04-01
Spotless Stadium,GWS,1.13,-39.5,Round 2,2017-04-01
Spotless Stadium,Gold Coast,6.30,+39.5,Round 2,2017-04-01
Domain Stadium,West Coast,1.17,-39.5,Round 2,2017-04-01
Domain Stadium,St Kilda,5.30,+39.5,Round 2,2017-04-01
Gabba,Brisbane,2.90,+15.5,Round 2,2017-04-01
Gabba,Essendon,1.43,-15.5,Round 2,2017-04-01
Etihad Stadium,Geelong,1.16,-33.5,Round 2,2017-04-02
Etihad Stadium,North Melbourne,5.30,+33.5,Round 2,2017-04-02
MCG,Melbourne,1.25,-25.5,Round 2,2017-04-02
MCG,Carlton,4.00,+25.5,Round 2,2017-04-02
Adelaide Oval,Port Adelaide,1.23,-27.5,Round 2,2017-04-02
Adelaide Oval,Fremantle,4.25,+27.5,Round 2,2017-04-02
SCG,Sydney,1.44,-13.5,Round 3,2017-04-07
SCG,Collingwood,2.88,+13.5,Round 3,2017-04-07
Blundstone Arena,North Melbourne,4.30,+29.5,Round 3,2017-04-08
Blundstone Arena,GWS,1.23,-29.5,Round 3,2017-04-08
MCG,Richmond,2.55,+12.5,Round 3,2017-04-08
MCG,West Coast,1.54,-12.5,Round 3,2017-04-08
Etihad Stadium,Geelong,1.40,-16.5,Round 3,2017-04-08
Etihad Stadium,Melbourne,3.00,+16.5,Round 3,2017-04-08
Domain Stadium,Fremantle,4.75,+32.5,Round 3,2017-04-08
Domain Stadium,Western Bulldogs,1.20,-32.5,Round 3,2017-04-08
Adelaide Oval,Port Adelaide,2.30,+6.5,Round 3,2017-04-08
Adelaide Oval,Adelaide,1.65,-6.5,Round 3,2017-04-08
Etihad Stadium,St Kilda,1.15,-36.5,Round 3,2017-04-09
Etihad Stadium,Brisbane,5.75,+36.5,Round 3,2017-04-09
MCG,Carlton,3.20,+18.5,Round 3,2017-04-09
MCG,Essendon,1.37,-18.5,Round 3,2017-04-09
Metricon Stadium,Gold Coast,3.04,+17.5,Round 3,2017-04-09
Metricon Stadium,Hawthorn,1.40,-17.5,Round 3,2017-04-09
Domain Stadium,West Coast,1.35,-21.5,Round 4,2017-04-13
Domain Stadium,Sydney,3.25,+21.5,Round 4,2017-04-13
Etihad Stadium,North Melbourne,3.75,+23.5,Round 4,2017-04-14
Etihad Stadium,Western Bulldogs,1.29,-23.5,Round 4,2017-04-14
MCG,Melbourne,1.39,-21.5,Round 4,2017-04-15
MCG,Fremantle,3.10,+21.5,Round 4,2017-04-15
Manuka Oval,GWS,1.39,-18.5,Round 4,2017-04-15
Manuka Oval,Port Adelaide,3.10,+18.5,Round 4,2017-04-15
Adelaide Oval,Adelaide,1.16,-37.5,Round 4,2017-04-15
Adelaide Oval,Essendon,5.50,+37.5,Round 4,2017-04-15
Etihad Stadium,Carlton,2.10,+4.5,Round 4,2017-04-15
Etihad Stadium,Gold Coast,1.74,-4.5,Round 4,2017-04-15
Etihad Stadium,Collingwood,1.60,-10.5,Round 4,2017-04-16
Etihad Stadium,St Kilda,2.40,+10.5,Round 4,2017-04-16
Gabba,Brisbane,3.30,+19.5,Round 4,2017-04-16
Gabba,Richmond,1.35,-19.5,Round 4,2017-04-16
MCG,Hawthorn,2.95,+15.5,Round 4,2017-04-17
MCG,Geelong,1.42,-15.5,Round 4,2017-04-17
Adelaide Oval,Port Adelaide,1.07,-49.5,Round 5,2017-04-21
Adelaide Oval,Carlton,9.00,+49.5,Round 5,2017-04-21
Etihad Stadium,Western Bulldogs,1.05,-57.5,Round 5,2017-04-22
Etihad Stadium,Brisbane,11.00,+57.5,Round 5,2017-04-22
Metricon Stadium,Gold Coast,4.30,+28.5,Round 5,2017-04-22
Metricon Stadium,Adelaide,1.23,-28.5,Round 5,2017-04-22
Domain Stadium,Fremantle,1.60,-9.5,Round 5,2017-04-22
Domain Stadium,North Melbourne,2.40,+9.5,Round 5,2017-04-22
SCG,Sydney,2.65,+13.5,Round 5,2017-04-22
SCG,GWS,1.50,-13.5,Round 5,2017-04-22
Etihad Stadium,St Kilda,2.60,+12.5,Round 5,2017-04-23
Etihad Stadium,Geelong,1.52,-12.5,Round 5,2017-04-23
MCG,Hawthorn,2.80,+14.5,Round 5,2017-04-23
MCG,West Coast,1.46,-14.5,Round 5,2017-04-23
MCG,Richmond,1.67,-5.5,Round 5,2017-04-24
MCG,Melbourne,2.25,+5.5,Round 5,2017-04-24
MCG,Essendon,2.45,+11.5,Round 5,2017-04-25
MCG,Collingwood,1.57,-11.5,Round 5,2017-04-25
Manuka Oval,GWS,1.31,-24.5,Round 6,2017-04-28
Manuka Oval,Western Bulldogs,3.60,+24.5,Round 6,2017-04-28
UTAS Stadium,Hawthorn,1.85,-1.5,Round 6,2017-04-29
UTAS Stadium,St Kilda,2.00,+1.5,Round 6,2017-04-29
MCG,Carlton,3.85,+21.5,Round 6,2017-04-29
MCG,Sydney,1.28,-21.5,Round 6,2017-04-29
Gabba,Brisbane,5.50,+40.5,Round 6,2017-04-29
Gabba,Port Adelaide,1.16,-40.5,Round 6,2017-04-29
Domain Stadium,West Coast,1.35,-27.5,Round 6,2017-04-29
Domain Stadium,Fremantle,3.30,+27.5,Round 6,2017-04-29
Etihad Stadium,North Melbourne,1.47,-14.5,Round 6,2017-04-29
Etihad Stadium,Gold Coast,2.72,+14.5,Round 6,2017-04-29
Etihad Stadium,Essendon,1.95,+0.5,Round 6,2017-04-30
Etihad Stadium,Melbourne,1.89,-0.5,Round 6,2017-04-30
MCG,Geelong,1.26,-26.5,Round 6,2017-04-30
MCG,Collingwood,4.00,+26.5,Round 6,2017-04-30
Adelaide Oval,Adelaide,1.17,-38.5,Round 6,2017-04-30
Adelaide Oval,Richmond,5.30,+38.5,Round 6,2017-04-30
Etihad Stadium,St Kilda,2.90,+14.5,Round 7,2017-05-05
Etihad Stadium,GWS,1.42,-14.5,Round 7,2017-05-05
Blundstone Arena,North Melbourne,6.05,+37.5,Round 7,2017-05-06
Blundstone Arena,Adelaide,1.13,-37.5,Round 7,2017-05-06
MCG,Collingwood,1.35,-19.5,Round 7,2017-05-06
MCG,Carlton,3.20,+19.5,Round 7,2017-05-06
Adelaide Oval,Port Adelaide,1.34,-19.5,Round 7,2017-05-06
Adelaide Oval,West Coast,3.30,+19.5,Round 7,2017-05-06
Etihad Stadium,Western Bulldogs,1.32,-18.5,Round 7,2017-05-06
Etihad Stadium,Richmond,3.40,+18.5,Round 7,2017-05-06
Metricon Stadium,Gold Coast,3.65,+20.5,Round 7,2017-05-06
Metricon Stadium,Geelong,1.29,-20.5,Round 7,2017-05-06
SCG,Sydney,1.14,-40.5,Round 7,2017-05-07
SCG,Brisbane,5.75,+40.5,Round 7,2017-05-07
Domain Stadium,Fremantle,1.50,-12.5,Round 7,2017-05-07
Domain Stadium,Essendon,2.62,+12.5,Round 7,2017-05-07
MCG,Melbourne,1.46,-14.5,Round 7,2017-05-07
MCG,Hawthorn,2.75,+14.5,Round 7,2017-05-07
Domain Stadium,West Coast,1.47,-17.5,Round 8,2017-05-12
Domain Stadium,Western Bulldogs,2.75,+17.5,Round 8,2017-05-12
UTAS Stadium,Hawthorn,1.13,-47.5,Round 8,2017-05-13
UTAS Stadium,Brisbane,6.40,+47.5,Round 8,2017-05-13
Etihad Stadium,St Kilda,1.32,-23.5,Round 8,2017-05-13
Etihad Stadium,Carlton,3.50,+23.5,Round 8,2017-05-13
Spotless Stadium,GWS,1.23,-32.5,Round 8,2017-05-13
Spotless Stadium,Collingwood,4.40,+32.5,Round 8,2017-05-13
Adelaide Oval,Adelaide,1.14,-40.5,Round 8,2017-05-13
Adelaide Oval,Melbourne,6.05,+40.5,Round 8,2017-05-13
MCG,Essendon,3.40,+27.5,Round 8,2017-05-13
MCG,Geelong,1.34,-27.5,Round 8,2017-05-13
MCG,Richmond,1.40,-16.5,Round 8,2017-05-14
MCG,Fremantle,3.05,+16.5,Round 8,2017-05-14
Adelaide Arena at Jiangwan Stadium,Gold Coast,3.80,+27.5,Round 8,2017-05-14
Adelaide Arena at Jiangwan Stadium,Port Adelaide,1.28,-27.5,Round 8,2017-05-14
Etihad Stadium,North Melbourne,1.73,-6.5,Round 8,2017-05-14
Etihad Stadium,Sydney,2.15,+6.5,Round 8,2017-05-14
GMHBA Stadium,Geelong,2.00,+2.5,Round 9,2017-05-19
GMHBA Stadium,Western Bulldogs,1.83,-2.5,Round 9,2017-05-19
Etihad Stadium,St Kilda,1.94,+1.5,Round 9,2017-05-20
Etihad Stadium,Sydney,1.90,-1.5,Round 9,2017-05-20
Spotless Stadium,GWS,1.25,-32.5,Round 9,2017-05-20
Spotless Stadium,Richmond,4.10,+32.5,Round 9,2017-05-20
Gabba,Brisbane,9.00,+61.5,Round 9,2017-05-20
Gabba,Adelaide,1.07,-61.5,Round 9,2017-05-20
MCG,Collingwood,1.50,-16.5,Round 9,2017-05-20
MCG,Hawthorn,2.65,+16.5,Round 9,2017-05-20
Etihad Stadium,Essendon,2.45,+10.5,Round 9,2017-05-21
Etihad Stadium,West Coast,1.57,-10.5,Round 9,2017-05-21
Domain Stadium,Fremantle,1.35,-22.5,Round 9,2017-05-21
Domain Stadium,Carlton,3.28,+22.5,Round 9,2017-05-21
MCG,Melbourne,1.57,-10.5,Round 9,2017-05-21
MCG,North Melbourne,2.45,+10.5,Round 9,2017-05-21
GMHBA Stadium,Geelong,1.73,-4.5,Round 10,2017-05-25
GMHBA Stadium,Port Adelaide,2.15,+4.5,Round 10,2017-05-25
SCG,Sydney,1.17,-40.5,Round 10,2017-05-26
SCG,Hawthorn,5.35,+40.5,Round 10,2017-05-26
Etihad Stadium,Western Bulldogs,1.48,-15.5,Round 10,2017-05-27
Etihad Stadium,St Kilda,2.72,+15.5,Round 10,2017-05-27
TIO Stadium,Melbourne,1.38,-21.5,Round 10,2017-05-27
TIO Stadium,Gold Coast,3.15,+21.5,Round 10,2017-05-27
Adelaide Oval,Adelaide,1.17,-41.5,Round 10,2017-05-27
Adelaide Oval,Fremantle,5.25,+41.5,Round 10,2017-05-27
MCG,Richmond,1.80,-3.5,Round 10,2017-05-27
MCG,Essendon,2.05,+3.5,Round 10,2017-05-27
MCG,Collingwood,1.08,-51.5,Round 10,2017-05-28
MCG,Brisbane,8.50,+51.5,Round 10,2017-05-28
Domain Stadium,West Coast,1.53,-12.5,Round 10,2017-05-28
Domain Stadium,GWS,2.57,+12.5,Round 10,2017-05-28
Etihad Stadium,Carlton,3.44,+24.5,Round 10,2017-05-28
Etihad Stadium,North Melbourne,1.33,-24.5,Round 10,2017-05-28
Adelaide Oval,Port Adelaide,1.20,-34.5,Round 11,2017-06-01
Adelaide Oval,Hawthorn,4.65,+34.5,Round 11,2017-06-01
GMHBA Stadium,Geelong,2.10,+4.5,Round 11,2017-06-02
GMHBA Stadium,Adelaide,1.74,-4.5,Round 11,2017-06-02
Metricon Stadium,Gold Coast,2.35,+7.5,Round 11,2017-06-03
Metricon Stadium,West Coast,1.60,-7.5,Round 11,2017-06-03
Spotless Stadium,GWS,1.25,-29.5,Round 11,2017-06-03
Spotless Stadium,Essendon,4.00,+29.5,Round 11,2017-06-03
Etihad Stadium,North Melbourne,2.10,+5.5,Round 11,2017-06-03
Etihad Stadium,Richmond,1.74,-5.5,Round 11,2017-06-03
Domain Stadium,Fremantle,1.83,-2.5,Round 11,2017-06-04
Domain Stadium,Collingwood,2.00,+2.5,Round 11,2017-06-04
SCG,Sydney,1.81,-3.5,Round 12,2017-06-08
SCG,Western Bulldogs,2.10,+3.5,Round 12,2017-06-08
Adelaide Oval,Adelaide,1.14,-31.5,Round 12,2017-06-09
Adelaide Oval,St Kilda,6.49,-31.5,Round 12,2017-06-09
MCG,Hawthorn,2.04,-8.5,Round 12,2017-06-10
MCG,Gold Coast,1.85,+8.5,Round 12,2017-06-10
Gabba,Brisbane,2.25,+22.5,Round 12,2017-06-10
Gabba,Fremantle,1.71,-22.5,Round 12,2017-06-10
Etihad Stadium,Essendon,3.58,+13.5,Round 12,2017-06-10
Etihad Stadium,Port Adelaide,1.33,-13.5,Round 12,2017-06-10
Etihad Stadium,Carlton,4.52,+26.5,Round 12,2017-06-11
Etihad Stadium,GWS,1.24,-26.5,Round 12,2017-06-11
MCG,Melbourne,1.61,-8.5,Round 12,2017-06-12
MCG,Collingwood,2.46,+8.5,Round 12,2017-06-12
Domain Stadium,West Coast,2.24,+6.5,Round 13,2017-06-15
Domain Stadium,Geelong,1.71,-6.5,Round 13,2017-06-15
Etihad Stadium,North Melbourne,2.07,+2.5,Round 13,2017-06-16
Etihad Stadium,St Kilda,1.83,-2.5,Round 13,2017-06-16
MCG,Richmond,2.02,+2.5,Round 13,2017-06-17
MCG,Sydney,1.87,-2.5,Round 13,2017-06-17
Adelaide Oval,Port Adelaide,1.05,-58.5,Round 13,2017-06-17
Adelaide Oval,Brisbane,11.00,+58.5,Round 13,2017-06-17
Metricon Stadium,Gold Coast,1.40,-22.5,Round 13,2017-06-17
Metricon Stadium,Carlton,3.18,+22.5,Round 13,2017-06-17
Etihad Stadium,Western Bulldogs,1.67,-8.5,Round 13,2017-06-18
Etihad Stadium,Melbourne,2.33,+8.5,Round 13,2017-06-18
Adelaide Oval,Adelaide,1.18,-36.5,Round 14,2017-06-22
Adelaide Oval,Hawthorn,5.00,+36.5,Round 14,2017-06-22
SCG,Sydney,1.33,-20.5,Round 14,2017-06-23
SCG,Essendon,3.30,+20.5,Round 14,2017-06-23
MCG,Collingwood,2.00,+2.5,Round 14,2017-06-24
MCG,Port Adelaide,1.85,-2.5,Round 14,2017-06-24
Gabba,Brisbane,4.10,+30.5,Round 14,2017-06-24
Gabba,GWS,1.25,-30.5,Round 14,2017-06-24
Domain Stadium,West Coast,1.80,-2.5,Round 14,2017-06-24
Domain Stadium,Melbourne,2.00,+2.5,Round 14,2017-06-24
Etihad Stadium,Western Bulldogs,1.18,-27.5,Round 14,2017-06-24
Etihad Stadium,North Melbourne,4.80,+27.5,Round 14,2017-06-24
GMHBA Stadium,Geelong,1.06,-59.5,Round 14,2017-06-25
GMHBA Stadium,Fremantle,10.00,+59.5,Round 14,2017-06-25
MCG,Richmond,1.38,-18.5,Round 14,2017-06-25
MCG,Carlton,3.15,+18.5,Round 14,2017-06-25
Etihad Stadium,St Kilda,1.15,-38.5,Round 14,2017-06-25
Etihad Stadium,Gold Coast,5.75,+38.5,Round 14,2017-06-25
MCG,Melbourne,2.40,+11.5,Round 15,2017-06-30
MCG,Sydney,1.56,-11.5,Round 15,2017-06-30
Etihad Stadium,Western Bulldogs,1.32,-22.5,Round 15,2017-07-01
Etihad Stadium,West Coast,3.50,+22.5,Round 15,2017-07-01
MCG,Carlton,3.95,+26.5,Round 15,2017-07-01
MCG,Adelaide,1.27,-26.5,Round 15,2017-07-01
Metricon Stadium,Gold Coast,1.55,-11.5,Round 15,2017-07-01
Metricon Stadium,North Melbourne,2.55,+11.5,Round 15,2017-07-01
Adelaide Oval,Port Adelaide,1.41,-13.5,Round 15,2017-07-01
Adelaide Oval,Richmond,2.90,+13.5,Round 15,2017-07-01
Spotless Stadium,GWS,1.37,-15.5,Round 15,2017-07-01
Spotless Stadium,Geelong,3.05,+15.5,Round 15,2017-07-01
Etihad Stadium,Essendon,1.08,-48.5,Round 15,2017-07-02
Etihad Stadium,Brisbane,8.00,+48.5,Round 15,2017-07-02
Domain Stadium,Fremantle,2.50,+10.5,Round 15,2017-07-02
Domain Stadium,St Kilda,1.56,-10.5,Round 15,2017-07-02
MCG,Hawthorn,2.40,+8.5,Round 15,2017-07-02
MCG,Collingwood,1.60,-8.5,Round 15,2017-07-02
Adelaide Oval,Adelaide,1.28,-24.5,Round 16,2017-07-07
Adelaide Oval,Western Bulldogs,3.65,+24.5,Round 16,2017-07-07
UTAS Stadium,Hawthorn,2.65,+13.5,Round 16,2017-07-08
UTAS Stadium,GWS,1.50,-13.5,Round 16,2017-07-08
MCG,Collingwood,1.92,+0,Round 16,2017-07-08
MCG,Essendon,1.92,+0,Round 16,2017-07-08
SCG,Sydney,1.10,-45.5,Round 16,2017-07-08
SCG,Gold Coast,7.50,+45.5,Round 16,2017-07-08
Gabba,Brisbane,5.00,+31.5,Round 16,2017-07-08
Gabba,Geelong,1.17,-31.5,Round 16,2017-07-08
Etihad Stadium,St Kilda,2.32,+8.5,Round 16,2017-07-08
Etihad Stadium,Richmond,1.67,-8.5,Round 16,2017-07-08
Etihad Stadium,North Melbourne,1.37,-20.5,Round 16,2017-07-09
Etihad Stadium,Fremantle,3.20,+20.5,Round 16,2017-07-09
Domain Stadium,West Coast,1.70,-6.5,Round 16,2017-07-09
Domain Stadium,Port Adelaide,2.20,+6.5,Round 16,2017-07-09
MCG,Carlton,2.80,+14.5,Round 16,2017-07-09
MCG,Melbourne,1.46,-14.5,Round 16,2017-07-09
Etihad Stadium,St Kilda,2.20,+6.5,Round 17,2017-07-14
Etihad Stadium,Essendon,1.67,-6.5,Round 17,2017-07-14
Adelaide Oval,Port Adelaide,1.11,-46.5,Round 17,2017-07-15
Adelaide Oval,North Melbourne,7.00,+46.5,Round 17,2017-07-15
MCG,Geelong,1.38,-21.5,Round 17,2017-07-15
MCG,Hawthorn,3.15,+21.5,Round 17,2017-07-15
Metricon Stadium,Gold Coast,1.80,-3.5,Round 17,2017-07-15
Metricon Stadium,Collingwood,2.05,+3.5,Round 17,2017-07-15
TIO Stadium,Melbourne,5.50,+32.5,Round 17,2017-07-15
TIO Stadium,Adelaide,1.14,-32.5,Round 17,2017-07-15
Spotless Stadium,GWS,3.10,+15.5,Round 17,2017-07-15
Spotless Stadium,Sydney,1.36,-15.5,Round 17,2017-07-15
Etihad Stadium,Richmond,1.13,-40.5,Round 17,2017-07-16
Etihad Stadium,Brisbane,6.50,+40.5,Round 17,2017-07-16
Domain Stadium,Fremantle,3.60,+26.5,Round 17,2017-07-16
Domain Stadium,West Coast,1.31,-26.5,Round 17,2017-07-16
MCG,Carlton,2.50,+11.5,Round 17,2017-07-16
MCG,Western Bulldogs,1.56,-11.5,Round 17,2017-07-16
Adelaide Oval,Adelaide,1.48,-13.5,Round 18,2017-07-21
Adelaide Oval,Geelong,2.65,+13.5,Round 18,2017-07-21
Etihad Stadium,Essendon,1.16,-37.5,Round 18,2017-07-22
Etihad Stadium,North Melbourne,5.50,+37.5,Round 18,2017-07-22
MCG,Melbourne,2.20,+6.5,Round 18,2017-07-22
MCG,Port Adelaide,1.70,-6.5,Round 18,2017-07-22
Cazaly's Stadium,Western Bulldogs,1.28,-25.5,Round 18,2017-07-22
Cazaly's Stadium,Gold Coast,3.80,+25.5,Round 18,2017-07-22
Domain Stadium,Fremantle,3.55,+25.5,Round 18,2017-07-22
Domain Stadium,Hawthorn,1.30,-25.5,Round 18,2017-07-22
SCG,Sydney,1.10,-40.5,Round 18,2017-07-22
SCG,St Kilda,7.00,+40.5,Round 18,2017-07-22
MCG,Richmond,2.30,+7.5,Round 18,2017-07-23
MCG,GWS,1.65,-7.5,Round 18,2017-07-23
Etihad Stadium,Collingwood,1.76,-4.5,Round 18,2017-07-23
Etihad Stadium,West Coast,2.10,+4.5,Round 18,2017-07-23
Gabba,Brisbane,2.00,+2.5,Round 18,2017-07-23
Gabba,Carlton,1.85,-2.5,Round 18,2017-07-23
MCG,Hawthorn,2.28,+6.5,Round 19,2017-07-28
MCG,Sydney,1.62,-6.5,Round 19,2017-07-28
Blundstone Arena,North Melbourne,3.25,+22.5,Round 19,2017-07-29
Blundstone Arena,Melbourne,1.36,-22.5,Round 19,2017-07-29
Spotless Stadium,GWS,1.09,-50.5,Round 19,2017-07-29
Spotless Stadium,Fremantle,8.00,+50.5,Round 19,2017-07-29
Adelaide Oval,Port Adelaide,1.26,-23.5,Round 19,2017-07-29
Adelaide Oval,St Kilda,3.80,+23.5,Round 19,2017-07-29
Metricon Stadium,Gold Coast,2.56,+10.5,Round 19,2017-07-29
Metricon Stadium,Richmond,1.51,-10.5,Round 19,2017-07-29
Etihad Stadium,Carlton,7.00,+39.5,Round 19,2017-07-29
Etihad Stadium,Geelong,1.09,-39.5,Round 19,2017-07-29
Etihad Stadium,Western Bulldogs,2.25,+7.5,Round 19,2017-07-30
Etihad Stadium,Essendon,1.67,-7.5,Round 19,2017-07-30
Domain Stadium,West Coast,1.08,-53.5,Round 19,2017-07-30
Domain Stadium,Brisbane,8.50,+53.5,Round 19,2017-07-30
MCG,Collingwood,2.50,+10.5,Round 19,2017-07-30
MCG,Adelaide,1.55,-10.5,Round 19,2017-07-30
GMHBA Stadium,Geelong,2.76,+13.5,Round 20,2017-08-04
GMHBA Stadium,Sydney,1.45,-13.5,Round 20,2017-08-04
Manuka Oval,GWS,1.65,-8.5,Round 20,2017-08-05
Manuka Oval,Melbourne,2.30,+8.5,Round 20,2017-08-05
MCG,Essendon,1.22,-29.5,Round 20,2017-08-05
MCG,Carlton,4.50,+29.5,Round 20,2017-08-05
Gabba,Brisbane,4.15,+27.5,Round 20,2017-08-05
Gabba,Western Bulldogs,1.25,-27.5,Round 20,2017-08-05
Domain Stadium,Fremantle,1.40,-15.5,Round 20,2017-08-05
Domain Stadium,Gold Coast,2.94,+15.5,Round 20,2017-08-05
Etihad Stadium,North Melbourne,4.00,+22.5,Round 20,2017-08-05
Etihad Stadium,Collingwood,1.24,-22.5,Round 20,2017-08-05
Etihad Stadium,St Kilda,1.70,-6.5,Round 20,2017-08-06
Etihad Stadium,West Coast,2.20,+6.5,Round 20,2017-08-06
MCG,Richmond,1.70,-7.5,Round 20,2017-08-06
MCG,Hawthorn,2.20,+7.5,Round 20,2017-08-06
Adelaide Oval,Adelaide,1.54,-11.5,Round 20,2017-08-06
Adelaide Oval,Port Adelaide,2.55,+11.5,Round 20,2017-08-06
Etihad Stadium,Western Bulldogs,2.66,+12.5,Round 21,2017-08-11
Etihad Stadium,GWS,1.47,-12.5,Round 21,2017-08-11
SCG,Sydney,1.05,-54.5,Round 21,2017-08-12
SCG,Fremantle,11.00,+54.5,Round 21,2017-08-12
GMHBA Stadium,Geelong,2.25,+8.5,Round 21,2017-08-12
GMHBA Stadium,Richmond,1.68,-8.5,Round 21,2017-08-12
Gabba,Brisbane,1.47,-15.5,Round 21,2017-08-12
Gabba,Gold Coast,2.75,+15.5,Round 21,2017-08-12
Domain Stadium,West Coast,1.11,-41.5,Round 21,2017-08-12
Domain Stadium,Carlton,6.60,+41.5,Round 21,2017-08-12
Etihad Stadium,Essendon,6.00,+40.5,Round 21,2017-08-12
Etihad Stadium,Adelaide,1.13,-40.5,Round 21,2017-08-12
MCG,Melbourne,1.58,-11.5,Round 21,2017-08-13
MCG,St Kilda,2.45,+11.5,Round 21,2017-08-13
UTAS Stadium,Hawthorn,1.42,-16.5,Round 21,2017-08-13
UTAS Stadium,North Melbourne,2.95,+16.5,Round 21,2017-08-13
Adelaide Oval,Port Adelaide,1.36,-22.5,Round 21,2017-08-13
Adelaide Oval,Collingwood,3.25,+22.5,Round 21,2017-08-13
Adelaide Oval,Adelaide,2.05,+3.5,Round 22,2017-08-18
Adelaide Oval,Sydney,1.77,-3.5,Round 22,2017-08-18
Mars Stadium,Western Bulldogs,1.96,+1.5,Round 22,2017-08-19
Mars Stadium,Port Adelaide,1.88,-1.5,Round 22,2017-08-19
MCG,Collingwood,2.65,+12.5,Round 22,2017-08-19
MCG,Geelong,1.50,-12.5,Round 22,2017-08-19
Spotless Stadium,GWS,1.19,-34.5,Round 22,2017-08-19
Spotless Stadium,West Coast,5.00,+34.5,Round 22,2017-08-19
Metricon Stadium,Gold Coast,4.50,+24.5,Round 22,2017-08-19
Metricon Stadium,Essendon,1.20,-24.5,Round 22,2017-08-19
Etihad Stadium,Carlton,4.00,+26.5,Round 22,2017-08-19
Etihad Stadium,Hawthorn,1.28,-26.5,Round 22,2017-08-19
MCG,Melbourne,1.10,-44.5,Round 22,2017-08-20
MCG,Brisbane,7.50,+44.5,Round 22,2017-08-20
Domain Stadium,Fremantle,4.00,+26.5,Round 22,2017-08-20
Domain Stadium,Richmond,1.26,-26.5,Round 22,2017-08-20
Etihad Stadium,St Kilda,1.30,-22.5,Round 22,2017-08-20
Etihad Stadium,North Melbourne,3.65,+22.5,Round 22,2017-08-20
Etihad Stadium,Hawthorn,1.80,-1.5,Round 23,2017-08-25
Etihad Stadium,Western Bulldogs,2.00,+1.5,Round 23,2017-08-25
MCG,Collingwood,3.35,+22.5,Round 23,2017-08-26
MCG,Melbourne,1.35,-22.5,Round 23,2017-08-26
Gabba,Brisbane,1.46,-15.5,Round 23,2017-08-26
Gabba,North Melbourne,2.80,+15.5,Round 23,2017-08-26
SCG,Sydney,1.05,-53.5,Round 23,2017-08-26
SCG,Carlton,11.00,+53.5,Round 23,2017-08-26
Adelaide Oval,Port Adelaide,1.02,-56.5,Round 23,2017-08-26
Adelaide Oval,Gold Coast,13.00,+56.5,Round 23,2017-08-26
GMHBA Stadium,Geelong,1.58,-8.5,Round 23,2017-08-26
GMHBA Stadium,GWS,2.34,+8.5,Round 23,2017-08-26
Etihad Stadium,Essendon,1.10,-43.5,Round 23,2017-08-27
Etihad Stadium,Fremantle,7.50,+43.5,Round 23,2017-08-27
Domain Stadium,West Coast,1.88,-1.5,Round 23,2017-08-27
Domain Stadium,Adelaide,1.96,+1.5,Round 23,2017-08-27
MCG,Richmond,1.54,-9.5,Round 23,2017-08-27
MCG,St Kilda,2.55,+9.5,Round 23,2017-08-27
Adelaide Oval,Adelaide,1.53,-11.5,2017 Final,2017-09-07
Adelaide Oval,GWS,2.60,+11.5,2017 Final,2017-09-07
MCG,Geelong,2.15,+4.5,2017 Final,2017-09-08
MCG,Richmond,1.70,-4.5,2017 Final,2017-09-08
SCG,Sydney,1.16,-36.5,2017 Final,2017-09-09
SCG,Essendon,5.50,+36.5,2017 Final,2017-09-09
Adelaide Oval,Port Adelaide,2.20,+5.5,2017 Final,2017-09-09
Adelaide Oval,West Coast,1.65,-5.5,2017 Final,2017-09-09
MCG,Geelong,2.50,+11.5,2017 Final,2017-09-15
MCG,Sydney,1.52,-11.5,2017 Final,2017-09-15
Spotless Stadium,GWS,1.42,-15.5,2017 Final,2017-09-16
